Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
research technological development,subclass of,appropriation,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget.,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget,"All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
research technological development,instance of,appropriation,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget.,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget,"All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
research technological development appropriation,subclass of,appropriation,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget.,the jrc may receive funding charged to appropriations other than research and technological development appropriations in respect of the jrc participation in procurement procedures financed in whole or in part from the budget,"All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
procurement,facet of,transparency,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,"the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment.","the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment","All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
transparency,facet of,procurement,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,"the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment.","the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment","All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
procurement,has part,transparency,TITLE VII PROCUREMENT AND CONCESSIONS,Article 160  Principles applicable to contracts and scope,"the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment.","the rules on procurement laid down in this regulation shall not apply to the activities of the jrc on behalf of third parties, with the exception of the principles of transparency and equal treatment","All contracts financed in whole or in part by the budget shall respect the principles of transparency, proportionality, equal treatment and non-discrimination. All contracts shall be put out to competition on the broadest possible basis, except when use is made of the procedure referred to in point (d) of Article 164(1). The estimated value of a contract shall not be determined with a view to circumventing the applicable rules, nor shall a contract be split up for that purpose. The contracting authority shall divide a contract into lots, whenever appropriate, with due regard to broad competition. Contracting authorities shall not use framework contracts improperly or in such a way that their purpose or effect is to prevent, restrict or distort competition. The JRC may receive funding charged to appropriations other than research and technological development appropriations in respect of its participation in procurement procedures financed in whole or in part from the budget. The rules on procurement laid down in this Regulation shall not apply to the activities of the JRC on behalf of third parties, with the exception of the principles of transparency and equal treatment."
201423eu,followed by,201424eu,TITLE VII PROCUREMENT AND CONCESSIONS,Article 161  Annex on procurement and delegation of powers,"detailed rules on procurement are laid down in annex i to this regulation. to ensure that union institutions, when awarding contracts on union institutions own account, apply the same standards as those imposed on contracting authorities covered by directives 2014/23/eu and 2014/24/eu, the commission is empowered to adopt delegated acts in accordance with article 269 of this regulation to amend annex i to this regulation, in order to align that annex to amendments to those directives and to introduce related technical adjustments.","to ensure that union institutions, when awarding contracts on union institutions own account, apply the same standards as those imposed on contracting authorities covered by directives 2014/23/eu and 2014/24/eu, the commission is empowered to adopt delegated acts in accordance with article 269 of this regulation to amend annex i to this regulation, in order to align that annex to amendments to those directives and to introduce related technical adjustments","Detailed rules on procurement are laid down in Annex I to this Regulation. To ensure that Union institutions, when awarding contracts on their own account, apply the same standards as those imposed on contracting authorities covered by Directives 2014/23/EU and 2014/24/EU, the Commission is empowered to adopt delegated acts in accordance with Article 269 of this Regulation to amend Annex I to this Regulation, in order to align that Annex to amendments to those Directives and to introduce related technical adjustments."
201424eu,follows,201423eu,TITLE VII PROCUREMENT AND CONCESSIONS,Article 161  Annex on procurement and delegation of powers,"detailed rules on procurement are laid down in annex i to this regulation. to ensure that union institutions, when awarding contracts on union institutions own account, apply the same standards as those imposed on contracting authorities covered by directives 2014/23/eu and 2014/24/eu, the commission is empowered to adopt delegated acts in accordance with article 269 of this regulation to amend annex i to this regulation, in order to align that annex to amendments to those directives and to introduce related technical adjustments.","to ensure that union institutions, when awarding contracts on union institutions own account, apply the same standards as those imposed on contracting authorities covered by directives 2014/23/eu and 2014/24/eu, the commission is empowered to adopt delegated acts in accordance with article 269 of this regulation to amend annex i to this regulation, in order to align that annex to amendments to those directives and to introduce related technical adjustments","Detailed rules on procurement are laid down in Annex I to this Regulation. To ensure that Union institutions, when awarding contracts on their own account, apply the same standards as those imposed on contracting authorities covered by Directives 2014/23/EU and 2014/24/EU, the Commission is empowered to adopt delegated acts in accordance with Article 269 of this Regulation to amend Annex I to this Regulation, in order to align that Annex to amendments to those Directives and to introduce related technical adjustments."
procurement,subclass of,contract,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"a mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question.","a mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
concession,subclass of,procurement,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"a mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question.","a mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
service,has part,supply,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned.","in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
service,part of,contract,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned.","in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
public contract,subclass of,procurement,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned.","a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
public contract,subclass of,contract,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,"in the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned.","a contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned","A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
eib,different from,eif,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,this title shall not apply to contracts for technical assistance concluded with the eib or the eif.,this title shall not apply to contracts for technical assistance concluded with the eib or the eif,"A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
eif,has part,eib,TITLE VII PROCUREMENT AND CONCESSIONS,Article 162  Mixed contracts and common procurement vocabulary,this title shall not apply to contracts for technical assistance concluded with the eib or the eif.,this title shall not apply to contracts for technical assistance concluded with the eib or the eif,"A mixed contract covering two or more types of procurement (works, supplies or services) or concessions (works or services) or both, shall be awarded in accordance with the provisions applicable to the type of procurement that characterises the main subject matter of the contract in question. In the case of mixed contracts consisting of supplies and services, the main subject matter shall be determined by a comparison of the values of the respective supplies or services. A contract covering one type of procurement (works, supplies or services) and concessions (works or services) shall be awarded in accordance with the provisions applicable to the public contract concerned. This Title shall not apply to contracts for technical assistance concluded with the EIB or the EIF. Any references to nomenclatures in the context of procurement shall be made using the Common Procurement Vocabulary (CPV) as set out in Regulation (EC) No 2195/2002 of the European Parliament and of the Council ( 1 )."
