Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
euratom,instance of,regulation,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a european political party. contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at european or national level, whether in the form of grants, donations, loans or any other similar agreements. for the purposes of this paragraph, associated entities of european political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of european political parties as set out in the statutes of the latter. contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014.","contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
eu euratom,instance of,regulation,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a european political party. contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at european or national level, whether in the form of grants, donations, loans or any other similar agreements. for the purposes of this paragraph, associated entities of european political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of european political parties as set out in the statutes of the latter. contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014.","contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
article 22,part of,euratom,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a european political party. contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at european or national level, whether in the form of grants, donations, loans or any other similar agreements. for the purposes of this paragraph, associated entities of european political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of european political parties as set out in the statutes of the latter. contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014.","contributions shall not be used for any of the purposes excluded by article 22 of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
11412014,facet of,euratom,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in regulation (eu, euratom) no 1141/2014.","contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
11412014,main subject,euratom,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in regulation (eu, euratom) no 1141/2014.","contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
european parliament,applies to jurisdiction,european,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014.","contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
european parliament   subj   eu euratom,part of <triplet>eu euratom,,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014.","contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
european,legislative body,parliament,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014.","contributions shall be awarded by the european parliament on an annual basis and shall be published in accordance with article 38(1) to (4) of this regulation and with article 32(1) of regulation (eu, euratom) no 1141/2014","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
political party,continent,europe,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. in particular, donations from the budgets of political groups in the european parliament shall be prohibited. in no circumstances shall the same expenditure be financed twice by the budget. contributions shall be without prejudice to the ability of the european political parties to build up reserves with amounts from the european political parties own resources in accordance with regulation (eu, euratom) no 1141/2014.",european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget,"Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
political party,operating area,europe,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. in particular, donations from the budgets of political groups in the european parliament shall be prohibited. in no circumstances shall the same expenditure be financed twice by the budget. contributions shall be without prejudice to the ability of the european political parties to build up reserves with amounts from the european political parties own resources in accordance with regulation (eu, euratom) no 1141/2014.",european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget,"Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
political party,country,euro,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. in particular, donations from the budgets of political groups in the european parliament shall be prohibited. in no circumstances shall the same expenditure be financed twice by the budget. contributions shall be without prejudice to the ability of the european political parties to build up reserves with amounts from the european political parties own resources in accordance with regulation (eu, euratom) no 1141/2014.",european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget,"Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
european parliament,instance of,parliament,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. in particular, donations from the budgets of political groups in the european parliament shall be prohibited. in no circumstances shall the same expenditure be financed twice by the budget. contributions shall be without prejudice to the ability of the european political parties to build up reserves with amounts from the european political parties own resources in accordance with regulation (eu, euratom) no 1141/2014.","in particular, donations from the budgets of political groups in the european parliament shall be prohibited","Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
expenditure,part of,budget,TITLE XI CONTRIBUTIONS TO EUROPEAN POLITICAL PARTIES,Article 222  Principles,"european political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. in particular, donations from the budgets of political groups in the european parliament shall be prohibited. in no circumstances shall the same expenditure be financed twice by the budget. contributions shall be without prejudice to the ability of the european political parties to build up reserves with amounts from the european political parties own resources in accordance with regulation (eu, euratom) no 1141/2014.",in no circumstances shall the same expenditure be financed twice by the budget,"Contributions shall be used to reimburse only the percentage set out in Article 17(4) of Regulation (EU, Euratom) No 1141/2014 of the operating costs of European political parties directly linked to objectives of those parties, as specified in Article 17(5) of that Regulation and Article 21 of that Regulation. Contributions may be used to reimburse expenditure relating to contracts concluded by European political parties, provided that there were no conflicts of interests when they were awarded. Contributions shall not be used to directly or indirectly grant any personal advantage, in cash or in kind, to any individual member or member of staff of a European political party. Contributions shall not be used to directly or indirectly finance activities of third parties, in particular national political parties or political foundations at European or national level, whether in the form of grants, donations, loans or any other similar agreements. For the purposes of this paragraph, associated entities of European political parties shall not be regarded as third parties, where such entities are part of the administrative organisation of European political parties as set out in the statutes of the latter. Contributions shall not be used for any of the purposes excluded by Article 22 of Regulation (EU, Euratom) No 1141/2014. Contributions shall be subject to the principles of transparency and equal treatment, in accordance with the criteria laid down in Regulation (EU, Euratom) No 1141/2014. Contributions shall be awarded by the European Parliament on an annual basis and shall be published in accordance with Article 38(1) to (4) of this Regulation and with Article 32(1) of Regulation (EU, Euratom) No 1141/2014. European political parties receiving a contribution shall not directly or indirectly receive other funding from the budget. In particular, donations from the budgets of political groups in the European Parliament shall be prohibited. In no circumstances shall the same expenditure be financed twice by the budget. Contributions shall be without prejudice to the ability of the European political parties to build up reserves with amounts from their own resources in accordance with Regulation (EU, Euratom) No 1141/2014. If a European political foundation as defined in point (4) of Article 2 of Regulation (EU, Euratom) No 1141/2014 realises a surplus of income over expenditure at the end of a financial year in which it received an operating grant, the part of that surplus corresponding to up to 25 % of the total income for that year may be carried over to the following year provided that it is used before the end of the first quarter of that following year."
