Head,Relation,Tail,Title,Article,Paragraph_Coreferenced,Sentence_Coreferenced,Article_Content
second subparagraph,part of,article 1011,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 236  Use of budget support,"the corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the commission with reliable and timely information which allows the commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that the third country is established that the payment of the relevant union funds has been vitiated by serious irregularities attributable to the third country. in order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of article 101(1) may be applied.","in order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of article 101(1) may be applied","Where provided for in the relevant basic acts, the Commission may provide budget support to a third country where the following conditions are met: (a) the third country’s management of public finances is sufficiently transparent, reliable and effective; (b) the third country has put in place sufficiently credible and relevant sectoral or national policies; (c) the third country has put in place stability-oriented macroeconomic policies; (d) the third country has put in place sufficient and timely access to comprehensive and sound budgetary information. The payment of the Union contribution shall be based on the fulfilment of the conditions referred to in paragraph 1, including the improvement of the management of public finances. In addition, some payments may also be conditional on the achievement of milestones, measured by objective performance indicators, reflecting results and reform progress over time in the respective sector. In third countries, the Commission shall support the respect for the rule of law, the development of parliamentary control and audit and anti-corruption capacities and the increase of transparency and public access to information. The corresponding financing agreements concluded with the third country shall contain: (a) an obligation for the third country to provide the Commission with reliable and timely information which allows the Commission to evaluate the fulfilment of the conditions referred to in paragraph 2; (b) a right for the Commission to suspend the financing agreement if the third country breaches an obligation relating to respect for human rights, democratic principles and the rule of law and in serious cases of corruption; (c) appropriate provisions pursuant to which the third country is to commit to immediately reimburse all or part of the relevant operation funding, in the event that it is established that the payment of the relevant Union funds has been vitiated by serious irregularities attributable to that country. In order to process the reimbursement referred to in point (c) of the first subparagraph of this paragraph, the second subparagraph of Article 101(1) may be applied."
tender,subclass of,grant application,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases.","for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
tender,subclass of,project,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases.","for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
tender,part of,project,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases.","for values below the thresholds referred to in article 175(1) and on the basis of the procedure laid down in paragraph 3 of this article, union institutions may select remunerated external experts to assist remunerated external experts in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
professional capacity,subclass of,remunerate external expert,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity. the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests.",remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
professional capacity,facet of,remunerate external expert,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity. the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests.",remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
professional capacity,has part,remunerate external expert,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity. the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests.",remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
nondiscrimination,has part,equal treatment,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity. the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests.","the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
nondiscrimination,said to be the same as,equal treatment,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of remunerated external experts professional capacity. the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests.","the selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
union,has part,institution,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",a call for expression of interest shall be published on the website of the union institution concerned,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
union institution,part of,union,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",a call for expression of interest shall be published on the website of the union institution concerned,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
union,instance of,institution,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",a call for expression of interest shall be published on the website of the union institution concerned,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
task duration,subclass of,remuneration,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.","the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
john f. kennedy school government,part of,harvard university,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",a list of experts shall be drawn up following the call for expression of interest,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
programme,subclass of,task,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
programme,part of,task,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
programme,has part,task,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"a call for expression of interest shall be published on the website of the union institution concerned. the call for expression of interest shall include a description of the tasks, the tasks duration and the fixed conditions of remuneration. a list of experts shall be drawn up following the call for expression of interest. it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks.",it shall be valid for no more than five years from it publication or for the duration of a multiannual programme related to the tasks,"For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
expression interest,subclass of,application,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.","any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
application,subclass of,expression interest,TITLE XII OTHER BUDGET IMPLEMENTATION INSTRUMENTS,Article 237  Remunerated external experts,"any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.","any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period","For values below the thresholds referred to in Article 175(1) and on the basis of the procedure laid down in paragraph 3 of this Article, Union institutions may select remunerated external experts to assist them in the evaluation of grant applications, projects and tenders, and to provide opinions and advice in specific cases. Remunerated external experts shall be remunerated on the basis of a fixed amount announced in advance and shall be chosen on the basis of their professional capacity. The selection shall be done on the basis of selection criteria respecting the principles of non-discrimination, equal treatment and absence of conflict of interests. A call for expression of interest shall be published on the website of the Union institution concerned. The call for expression of interest shall include a description of the tasks, their duration and the fixed conditions of remuneration. A list of experts shall be drawn up following the call for expression of interest. It shall be valid for no more than five years from its publication or for the duration of a multiannual programme related to the tasks. Any interested natural person may submit an application at any time during the period of validity of the call for expression of interest, with the exception of the last three months of that period.   Experts paid from research and technological development appropriations shall be recruited in accordance with the procedures laid down by the European Parliament and by the Council when they adopt each research framework programme or in accordance with the corresponding rules for participation. For the purpose of Section 2 of Chapter 2 of Title V, such experts shall be treated as recipients."
